"Genus_full","Sample_ID","Row_scaled_rCLR","Genus"
"Chryseobacterium","220708_01",-0.210859232877194,"Chryseobacterium"
"Pseudomonas","220708_01",-0.0674976537516236,"Pseudomonas"
"Unclassified_Bacteria","220708_03",0.977999402258161,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220708_03",0.844501998189366,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220708_03",0.529743071857884,"Actinomycetospora"
"1174-901-12","220708_03",0.631154939697669,"1174-901-12"
"Marmoricola","220708_03",0.379766293392696,"Marmoricola"
"Unclassified_Caulobacteraceae","220708_03",0.594551279300283,"Uncl. Caulobacteraceae"
"Mycobacterium","220708_03",0.612003184029888,"Mycobacterium"
"Unclassified_Acetobacteraceae","220708_03",0.557924362841088,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220708_03",0.574966186556527,"Jatrophihabitans"
"Methylocella","220708_03",0.553159369557868,"Methylocella"
"Conexibacter","220708_03",0.508521588024054,"Conexibacter"
"Actinoplanes","220708_03",0.428532165829738,"Actinoplanes"
"Pseudonocardia","220708_03",0.54205043553934,"Pseudonocardia"
"Unclassified_67-14","220708_03",0.411887618060251,"Uncl. 67-14"
"Corynebacterium","220708_03",0.359861396706148,"Corynebacterium"
"Caldalkalibacillus","220708_03",0.324711039312952,"Caldalkalibacillus"
"Nesterenkonia","220708_03",0.257586367632139,"Nesterenkonia"
"Unclassified_Bacillaceae","220708_03",0.0199810846859055,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220708_03",-0.100632318678066,"Uncl. Caloramatoraceae"
"Anoxybacillus","220708_03",0.20512348227905,"Anoxybacillus"
"Clostridium sensu stricto 12","220708_03",0.0176430180418625,"Clostridium sensu stricto 12"
"Halomonas","220708_03",-0.00245351256797904,"Halomonas"
"Staphylococcus","220708_03",0.654691792004755,"Staphylococcus"
"Mycoplasma","220708_03",-0.232268451000448,"Mycoplasma"
"Tumebacillus","220708_03",-0.53318829081102,"Tumebacillus"
"Bacillus","220708_03",-0.125068765912093,"Bacillus"
"Paracoccus","220708_03",-0.432826693217074,"Paracoccus"
"Acinetobacter","220708_03",0.154921375590259,"Acinetobacter"
"Chryseobacterium","220708_03",-0.153770083533794,"Chryseobacterium"
"Pseudomonas","220708_03",0.107049721808467,"Pseudomonas"
"Unclassified_Bacteria","220708_06",0.640841178641871,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220708_06",0.621095775504939,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220708_06",0.263410101987264,"Actinomycetospora"
"1174-901-12","220708_06",0.377887806397977,"1174-901-12"
"Marmoricola","220708_06",-0.333609492902924,"Marmoricola"
"Unclassified_Caulobacteraceae","220708_06",-0.0584399232812899,"Uncl. Caulobacteraceae"
"Mycobacterium","220708_06",-0.0583788270140031,"Mycobacterium"
"Unclassified_Acetobacteraceae","220708_06",-0.0101627412386371,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220708_06",-0.0414012628101285,"Jatrophihabitans"
"Methylocella","220708_06",-0.0748978849370106,"Methylocella"
"Conexibacter","220708_06",-0.175483931450806,"Conexibacter"
"Actinoplanes","220708_06",-0.313787639495848,"Actinoplanes"
"Pseudonocardia","220708_06",-0.0517759947190687,"Pseudonocardia"
"Unclassified_67-14","220708_06",-0.155357348316898,"Uncl. 67-14"
"Corynebacterium","220708_06",0.820808765350511,"Corynebacterium"
"Caldalkalibacillus","220708_06",1.11168892183205,"Caldalkalibacillus"
"Nesterenkonia","220708_06",1.06403087652234,"Nesterenkonia"
"Unclassified_Bacillaceae","220708_06",0.755883603884143,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220708_06",0.6463663917719,"Uncl. Caloramatoraceae"
"Anoxybacillus","220708_06",1.02310414347099,"Anoxybacillus"
"Clostridium sensu stricto 12","220708_06",0.799446822370971,"Clostridium sensu stricto 12"
"Halomonas","220708_06",0.791758313462962,"Halomonas"
"Staphylococcus","220708_06",1.44995194914405,"Staphylococcus"
"Mycoplasma","220708_06",0.605045400166729,"Mycoplasma"
"Tumebacillus","220708_06",0.0223223654618515,"Tumebacillus"
"Bacillus","220708_06",0.546619162670668,"Bacillus"
"Paracoccus","220708_06",0.299090396571939,"Paracoccus"
"Acinetobacter","220708_06",0.96857873399051,"Acinetobacter"
"Chryseobacterium","220708_06",-0.0089414865891017,"Chryseobacterium"
"Pseudomonas","220708_06",0.406876562617751,"Pseudomonas"
"Unclassified_Bacteria","220708_02",1.16089567503589,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220708_02",1.05707826218363,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220708_02",0.522563381418119,"Actinomycetospora"
"1174-901-12","220708_02",0.693450880711901,"1174-901-12"
"Marmoricola","220708_02",-0.14774225687131,"Marmoricola"
"Unclassified_Caulobacteraceae","220708_02",0.247740045687926,"Uncl. Caulobacteraceae"
"Mycobacterium","220708_02",0.26099575924766,"Mycobacterium"
"Unclassified_Acetobacteraceae","220708_02",0.270020136741084,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220708_02",0.250703204054498,"Jatrophihabitans"
"Methylocella","220708_02",0.205251549757227,"Methylocella"
"Conexibacter","220708_02",0.082410049479594,"Conexibacter"
"Actinoplanes","220708_02",-0.0974986593999767,"Actinoplanes"
"Pseudonocardia","220708_02",0.220379051562956,"Pseudonocardia"
"Unclassified_67-14","220708_02",0.0426746392980294,"Uncl. 67-14"
"Corynebacterium","220708_02",0.995218137126259,"Corynebacterium"
"Caldalkalibacillus","220708_02",1.28139427636715,"Caldalkalibacillus"
"Nesterenkonia","220708_02",1.19854684702896,"Nesterenkonia"
"Unclassified_Bacillaceae","220708_02",0.757653095862454,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220708_02",0.584772565695111,"Uncl. Caloramatoraceae"
"Anoxybacillus","220708_02",1.13006431515013,"Anoxybacillus"
"Clostridium sensu stricto 12","220708_02",0.802951106429623,"Clostridium sensu stricto 12"
"Halomonas","220708_02",0.785502668825479,"Halomonas"
"Staphylococcus","220708_02",1.81169660018923,"Staphylococcus"
"Mycoplasma","220708_02",0.490226715511165,"Mycoplasma"
"Tumebacillus","220708_02",-0.275299100810172,"Tumebacillus"
"Bacillus","220708_02",0.467756130605806,"Bacillus"
"Paracoccus","220708_02",0.0813379232353117,"Paracoccus"
"Acinetobacter","220708_02",1.07203197243148,"Acinetobacter"
"Chryseobacterium","220708_02",-0.0619125017216771,"Chryseobacterium"
"Pseudomonas","220708_02",0.494937198836019,"Pseudomonas"
"Unclassified_Bacteria","220708_04",0.936203683098744,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220708_04",0.964390274498609,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220708_04",0.53472679594225,"Actinomycetospora"
"1174-901-12","220708_04",0.675443041535441,"1174-901-12"
"Marmoricola","220708_04",-0.245669459329425,"Marmoricola"
"Unclassified_Caulobacteraceae","220708_04",0.0869332628152781,"Uncl. Caulobacteraceae"
"Mycobacterium","220708_04",0.0676679177814017,"Mycobacterium"
"Unclassified_Acetobacteraceae","220708_04",0.175950795786573,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220708_04",0.12496727298747,"Jatrophihabitans"
"Methylocella","220708_04",0.0830295453772117,"Methylocella"
"Conexibacter","220708_04",-0.0539543674819697,"Conexibacter"
"Actinoplanes","220708_04",-0.239149358714686,"Actinoplanes"
"Pseudonocardia","220708_04",0.120853133936862,"Pseudonocardia"
"Unclassified_67-14","220708_04",0.00219434738766196,"Uncl. 67-14"
"Corynebacterium","220708_04",1.144776457612,"Corynebacterium"
"Caldalkalibacillus","220708_04",1.40914756629236,"Caldalkalibacillus"
"Nesterenkonia","220708_04",1.33759959717556,"Nesterenkonia"
"Unclassified_Bacillaceae","220708_04",0.963169416720758,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220708_04",0.806633301912794,"Uncl. Caloramatoraceae"
"Anoxybacillus","220708_04",1.27755420937217,"Anoxybacillus"
"Clostridium sensu stricto 12","220708_04",0.998227950497465,"Clostridium sensu stricto 12"
"Halomonas","220708_04",0.980308032708795,"Halomonas"
"Staphylococcus","220708_04",1.7775019822993,"Staphylococcus"
"Mycoplasma","220708_04",0.639183770442647,"Mycoplasma"
"Tumebacillus","220708_04",0.0170337729877949,"Tumebacillus"
"Bacillus","220708_04",0.706842764896066,"Bacillus"
"Paracoccus","220708_04",0.216072649507493,"Paracoccus"
"Acinetobacter","220708_04",1.07145262240634,"Acinetobacter"
"Chryseobacterium","220708_04",-0.20069139686186,"Chryseobacterium"
"Pseudomonas","220708_04",0.330306739949658,"Pseudomonas"
"Unclassified_Bacteria","220708_05",-0.130484076666542,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220708_05",-0.659445166437737,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220708_05",-0.781930253432474,"Actinomycetospora"
"1174-901-12","220708_05",-0.761746180776544,"1174-901-12"
"Marmoricola","220708_05",0.0437519535220937,"Marmoricola"
"Unclassified_Caulobacteraceae","220708_05",0.0789395465603543,"Uncl. Caulobacteraceae"
"Mycobacterium","220708_05",0.229961438521353,"Mycobacterium"
"Unclassified_Acetobacteraceae","220708_05",-0.232999084612774,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220708_05",-0.0840067936258012,"Jatrophihabitans"
"Methylocella","220708_05",-0.0718597423256282,"Methylocella"
"Conexibacter","220708_05",0.0692614940757036,"Conexibacter"
"Actinoplanes","220708_05",0.212100181549812,"Actinoplanes"
"Pseudonocardia","220708_05",-0.180152858320172,"Pseudonocardia"
"Unclassified_67-14","220708_05",-0.317609328017657,"Uncl. 67-14"
"Corynebacterium","220708_05",-1.3285983999383,"Corynebacterium"
"Caldalkalibacillus","220708_05",-1.18404082270956,"Caldalkalibacillus"
"Nesterenkonia","220708_05",-1.15278383437791,"Nesterenkonia"
"Unclassified_Bacillaceae","220708_05",-1.17489348352364,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220708_05",-1.09600810685812,"Uncl. Caloramatoraceae"
"Anoxybacillus","220708_05",-1.12600859289813,"Anoxybacillus"
"Clostridium sensu stricto 12","220708_05",-1.11977923456272,"Clostridium sensu stricto 12"
"Halomonas","220708_05",-1.09020929770829,"Halomonas"
"Staphylococcus","220708_05",-0.77478799132958,"Staphylococcus"
"Mycoplasma","220708_05",-0.52917519180337,"Mycoplasma"
"Tumebacillus","220708_05",-0.86177020375055,"Tumebacillus"
"Bacillus","220708_05",-1.14954810526792,"Bacillus"
"Paracoccus","220708_05",-0.168464090518835,"Paracoccus"
"Acinetobacter","220708_05",-0.263570232387883,"Acinetobacter"
"Chryseobacterium","220708_05",0.946638309434257,"Chryseobacterium"
"Pseudomonas","220708_05",0.713788675541846,"Pseudomonas"
"Unclassified_Bacteria","220708_09",0.153604082522291,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220708_09",-0.382337541736351,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220708_09",-0.328956877072708,"Actinomycetospora"
"1174-901-12","220708_09",-0.35958411053126,"1174-901-12"
"Marmoricola","220708_09",1.00475566069812,"Marmoricola"
"Unclassified_Caulobacteraceae","220708_09",0.885102075241225,"Uncl. Caulobacteraceae"
"Mycobacterium","220708_09",1.02084256468864,"Mycobacterium"
"Unclassified_Acetobacteraceae","220708_09",0.53139942803652,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220708_09",0.712048440872054,"Jatrophihabitans"
"Methylocella","220708_09",0.744420137518864,"Methylocella"
"Conexibacter","220708_09",0.946608988684037,"Conexibacter"
"Actinoplanes","220708_09",1.1628090691723,"Actinoplanes"
"Pseudonocardia","220708_09",0.614078293653275,"Pseudonocardia"
"Unclassified_67-14","220708_09",0.50402299916629,"Uncl. 67-14"
"Corynebacterium","220708_09",-1.78919354058618,"Corynebacterium"
"Caldalkalibacillus","220708_09",-2.15986325820054,"Caldalkalibacillus"
"Nesterenkonia","220708_09",-2.14803400403816,"Nesterenkonia"
"Unclassified_Bacillaceae","220708_09",-1.99734095066365,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220708_09",-1.92308210282703,"Uncl. Caloramatoraceae"
"Anoxybacillus","220708_09",-2.13149727236437,"Anoxybacillus"
"Clostridium sensu stricto 12","220708_09",-2.02392243519772,"Clostridium sensu stricto 12"
"Halomonas","220708_09",-2.01497046250545,"Halomonas"
"Staphylococcus","220708_09",-1.94841596576079,"Staphylococcus"
"Mycoplasma","220708_09",-1.59589874926464,"Mycoplasma"
"Tumebacillus","220708_09",-1.34662134202457,"Tumebacillus"
"Bacillus","220708_09",-1.84425367373795,"Bacillus"
"Paracoccus","220708_09",-1.11310092565826,"Paracoccus"
"Acinetobacter","220708_09",-1.45997189977596,"Acinetobacter"
"Chryseobacterium","220708_09",0.53828971552418,"Chryseobacterium"
"Pseudomonas","220708_09",0.062132135164115,"Pseudomonas"
"Unclassified_Bacteria","220708_07",0.895539341625553,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220708_07",0.490889888224302,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220708_07",0.210541970055909,"Actinomycetospora"
"1174-901-12","220708_07",0.29261265329586,"1174-901-12"
"Marmoricola","220708_07",0.704881527930938,"Marmoricola"
"Unclassified_Caulobacteraceae","220708_07",0.857630138904755,"Uncl. Caulobacteraceae"
"Mycobacterium","220708_07",0.948698362149431,"Mycobacterium"
"Unclassified_Acetobacteraceae","220708_07",0.642604974688296,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220708_07",0.749125911570483,"Jatrophihabitans"
"Methylocella","220708_07",0.743688118826458,"Methylocella"
"Conexibacter","220708_07",0.802122694928354,"Conexibacter"
"Actinoplanes","220708_07",0.834700742616726,"Actinoplanes"
"Pseudonocardia","220708_07",0.667738624339977,"Pseudonocardia"
"Unclassified_67-14","220708_07",0.488828398744414,"Uncl. 67-14"
"Corynebacterium","220708_07",-0.562265257682956,"Corynebacterium"
"Caldalkalibacillus","220708_07",-0.701170508931254,"Caldalkalibacillus"
"Nesterenkonia","220708_07",-0.750624434607395,"Nesterenkonia"
"Unclassified_Bacillaceae","220708_07",-0.910020303531757,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220708_07",-0.975763916377066,"Uncl. Caloramatoraceae"
"Anoxybacillus","220708_07",-0.786234423509822,"Anoxybacillus"
"Clostridium sensu stricto 12","220708_07",-0.911887402155075,"Clostridium sensu stricto 12"
"Halomonas","220708_07",-0.921161675685507,"Halomonas"
"Staphylococcus","220708_07",-0.261165129388149,"Staphylococcus"
"Mycoplasma","220708_07",-0.873640141900782,"Mycoplasma"
"Tumebacillus","220708_07",-1.10846414540494,"Tumebacillus"
"Bacillus","220708_07",-0.978435894456049,"Bacillus"
"Paracoccus","220708_07",-0.812852850647392,"Paracoccus"
"Acinetobacter","220708_07",-0.435798033798913,"Acinetobacter"
"Chryseobacterium","220708_07",0.225949646878365,"Chryseobacterium"
"Pseudomonas","220708_07",0.243418260345878,"Pseudomonas"
"Unclassified_Bacteria","220708_08",0.949199969111941,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220708_08",0.575748803928603,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220708_08",0.416667761551704,"Actinomycetospora"
"1174-901-12","220708_08",0.463355495218126,"1174-901-12"
"Marmoricola","220708_08",1.14078779651331,"Marmoricola"
"Unclassified_Caulobacteraceae","220708_08",1.19565184702366,"Uncl. Caulobacteraceae"
"Mycobacterium","220708_08",1.27124197016217,"Mycobacterium"
"Unclassified_Acetobacteraceae","220708_08",0.976532780537384,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220708_08",1.09081885624631,"Jatrophihabitans"
"Methylocella","220708_08",1.09688032259076,"Methylocella"
"Conexibacter","220708_08",1.18368069290503,"Conexibacter"
"Actinoplanes","220708_08",1.25392377683504,"Actinoplanes"
"Pseudonocardia","220708_08",1.0156401336575,"Pseudonocardia"
"Unclassified_67-14","220708_08",0.868181646651956,"Uncl. 67-14"
"Corynebacterium","220708_08",-0.767338850466466,"Corynebacterium"
"Caldalkalibacillus","220708_08",-1.16277256709647,"Caldalkalibacillus"
"Nesterenkonia","220708_08",-1.21680713663622,"Nesterenkonia"
"Unclassified_Bacillaceae","220708_08",-1.26787778004753,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220708_08",-1.32788621582378,"Uncl. Caloramatoraceae"
"Anoxybacillus","220708_08",-1.25365924557255,"Anoxybacillus"
"Clostridium sensu stricto 12","220708_08",-1.31207011903384,"Clostridium sensu stricto 12"
"Halomonas","220708_08",-1.33085149828584,"Halomonas"
"Staphylococcus","220708_08",-0.868258241144647,"Staphylococcus"
"Mycoplasma","220708_08",-1.35515799749288,"Mycoplasma"
"Tumebacillus","220708_08",-1.26124502102192,"Tumebacillus"
"Bacillus","220708_08",-1.26082818522303,"Bacillus"
"Paracoccus","220708_08",-1.23050668061429,"Paracoccus"
"Acinetobacter","220708_08",-1.02860962777857,"Acinetobacter"
"Chryseobacterium","220708_08",-0.000344418506371414,"Chryseobacterium"
"Pseudomonas","220708_08",-0.117446567416351,"Pseudomonas"
