"Genus","Prevalence","Prevalence_samples","Mean_relative_abundance","Retained"
"Hamadaea",0.0425531914893617,2,1.71488585496378e-05,FALSE
"Unclassified_Holosporaceae",0.191489361702128,9,2.90142116175599e-05,FALSE
"Ruminiclostridium",0.148936170212766,7,2.82347405279255e-05,FALSE
"Scytonema UTEX 2349",0.0638297872340425,3,3.47595525960888e-05,FALSE
"Aggregicoccus",0.0425531914893617,2,1.16436586708926e-05,FALSE
"KD3-10",0.170212765957447,8,5.62232636546543e-05,FALSE
"Martelella",0.0425531914893617,2,1.59852798308195e-05,FALSE
"Pigmentiphaga",0.0425531914893617,2,1.38882341044805e-05,FALSE
"Unclassified_Lutispora",0.0638297872340425,3,2.26891659742331e-05,FALSE
"Izhakiella",0.148936170212766,7,5.35611395445418e-05,FALSE
"Phascolarctobacterium",0.0212765957446809,1,7.34276157906298e-06,FALSE
"Methanobacterium",0.0425531914893617,2,1.48831686261374e-05,FALSE
"Pandoraea",0.0212765957446809,1,1.95454291617803e-05,FALSE
"Rickettsia",0.0425531914893617,2,9.37828316138582e-06,FALSE
"Unclassified_Oligoflexaceae",0.425531914893617,20,0.000141920465407888,TRUE
"Unclassified_Verrucomicrobiaceae",0.340425531914894,16,9.1418478049158e-05,TRUE
"Microbacter",0.0212765957446809,1,3.03887525863957e-06,FALSE
"HSB OF53-F07",0.0425531914893617,2,0.000122540981964146,FALSE
"Cnuibacter",0.0212765957446809,1,4.22341990681645e-06,FALSE
"Microvirgula",0.0638297872340425,3,9.31102649795437e-06,FALSE
"Sandaracinus",0.106382978723404,5,3.06347893064832e-05,FALSE
"Erysipelothrix",0.0212765957446809,1,8.2744750454001e-06,FALSE
"GKS98 freshwater group",0.0638297872340425,3,1.44089491647916e-05,FALSE
"Unclassified_Amb-16S-1034",0.0425531914893617,2,2.01295877735916e-05,FALSE
"Frateuria",0.0212765957446809,1,8.78296339314088e-06,FALSE
"Haoranjiania",0.0212765957446809,1,2.14841007174642e-05,FALSE
"Planomicrobium",0.0212765957446809,1,1.54380994927619e-05,FALSE
"Siphonobacter",0.0851063829787234,4,2.74791658772199e-05,FALSE
"Hathewaya",0.0212765957446809,1,2.8601178904843e-06,FALSE
"Unclassified_Chloroflexaceae",0.0425531914893617,2,3.23440891992107e-05,FALSE
"Unclassified_Methylacidiphilaceae",0.170212765957447,8,4.52701571611033e-05,FALSE
"Unclassified_AKYH767",0.212765957446809,10,6.00162019718692e-05,TRUE
"Unclassified_Hyphomicrobiaceae",0.106382978723404,5,4.69666484037463e-05,FALSE
"Unclassified_NS9 marine group",0.212765957446809,10,4.58423612683826e-05,TRUE
"Larkinella",0.170212765957447,8,4.82329307626824e-05,FALSE
"Pseudarcicella",0.0425531914893617,2,1.67175454361211e-05,FALSE
"Asaia",0.0212765957446809,1,3.00983146885601e-05,FALSE
"Schlesneria",0.0638297872340425,3,3.23200177195033e-05,FALSE
"Unclassified_Paenibacillaceae",0.0212765957446809,1,2.63221219773925e-06,FALSE
"Microbacterium",0.0425531914893617,2,1.73348610306474e-05,FALSE
"Unclassified_Reyranellaceae",0.0851063829787234,4,2.21142774513214e-05,FALSE
"Unclassified_Geobacteraceae",0.0851063829787234,4,6.31243347363602e-05,FALSE
"GOUTA6",0.106382978723404,5,2.52225416861721e-05,FALSE
"Flavihumibacter",0.0425531914893617,2,1.03662325432266e-05,FALSE
"Desmonostoc PCC-7422",0.0638297872340425,3,3.30053047302041e-05,FALSE
"Emticicia",0.148936170212766,7,3.34335968738033e-05,FALSE
"[Anaerorhabdus] furcosa group",0.0212765957446809,1,7.98451217558262e-06,FALSE
"Unclassified_Amb-16S-1323",0.0425531914893617,2,1.12260153193355e-05,FALSE
"Terribacillus",0.0212765957446809,1,6.36395051137524e-06,FALSE
"Unclassified_Cryomorphaceae",0.106382978723404,5,2.23013458575475e-05,FALSE
"UKL13-1",0.0638297872340425,3,2.32778934344842e-05,FALSE
"Zavarzinella",0.0851063829787234,4,2.44720033224733e-05,FALSE
"Rudaea",0.0851063829787234,4,2.16699074466103e-05,FALSE
"Desulfitobacterium",0.0212765957446809,1,2.46239205594962e-06,FALSE
"Unclassified_A0839",0.170212765957447,8,8.77918610714232e-05,FALSE
"Ideonella",0.0212765957446809,1,7.05764047990008e-06,FALSE
"Flaviaesturariibacter",0.0851063829787234,4,2.2996364840031e-05,FALSE
"Porphyrobacter",0.0425531914893617,2,1.62208990108948e-05,FALSE
"Ga0074140",0.0212765957446809,1,8.59362819299325e-06,FALSE
"Negativicoccus",0.0425531914893617,2,5.02704129313272e-06,FALSE
"Sulfurihydrogenibium",0.0212765957446809,1,2.50260315417376e-06,FALSE
"Craurococcus-Caldovatus",0.106382978723404,5,4.13586946042893e-05,FALSE
"Candidatus Flaviluna",0.0638297872340425,3,2.83429729000464e-05,FALSE
"Desulfomonile",0.0212765957446809,1,2.71855745574091e-05,FALSE
"Modestobacter",0.0425531914893617,2,3.35939303698306e-05,FALSE
"Nocardia",0.170212765957447,8,3.081852180223e-05,FALSE
"Phyllobacterium",0.0212765957446809,1,1.78896934281572e-05,FALSE
"Unclassified_KD3-93",0.234042553191489,11,7.83235706039607e-05,TRUE
"Fonticella",0.0638297872340425,3,1.08658625890278e-05,FALSE
"Janthinobacterium",0.0212765957446809,1,6.81427356680008e-06,FALSE
"Stackebrandtia",0.0212765957446809,1,1.93786723078377e-05,FALSE
"Alcaligenes",0.0212765957446809,1,4.52011574783671e-06,FALSE
"Unclassified_Gracilibacter",0.0425531914893617,2,2.88023202890483e-05,FALSE
"Corticibacterium",0.0212765957446809,1,1.46964129321902e-05,FALSE
"Prosthecobacter",0.234042553191489,11,5.99033523098963e-05,TRUE
"Unclassified_Fibrobacteraceae",0.106382978723404,5,2.21784307122498e-05,FALSE
"Limibaculum",0.0212765957446809,1,2.29257191415999e-06,FALSE
"Parvimonas",0.0212765957446809,1,2.29257191415999e-06,FALSE
"Cohnella",0.0212765957446809,1,2.29257191415999e-06,FALSE
"Starkeya",0.0851063829787234,4,3.53520146818599e-05,FALSE
"Unclassified_SG8-4",0.0212765957446809,1,1.10884049781189e-05,FALSE
"Heliimonas",0.0425531914893617,2,1.10675496210585e-05,FALSE
"Olivibacter",0.0638297872340425,3,2.52224171280339e-05,FALSE
"Ureibacillus",0.0212765957446809,1,1.19479229863435e-05,FALSE
"Rurimicrobium",0.0638297872340425,3,1.47024643345681e-05,FALSE
"Pedosphaera",0.0851063829787234,4,1.6840657573039e-05,FALSE
"Unclassified_Diplorickettsiaceae",0.425531914893617,20,0.000202596868405706,TRUE
"Dermabacter",0.0851063829787234,4,3.53453117372807e-05,FALSE
"Calothrix PCC-6303",0.0851063829787234,4,3.48216513261514e-05,FALSE
"Afifella",0.0212765957446809,1,1.66118581832889e-05,FALSE
"1959-1",0.106382978723404,5,2.96461988816867e-05,FALSE
"OLB13",0.0638297872340425,3,2.64296154642401e-05,FALSE
"Lacibacter",0.0425531914893617,2,7.57151674524494e-06,FALSE
"SD04E11",0.0212765957446809,1,9.74855477675435e-06,FALSE
"Unclassified_Atopobiaceae",0.0212765957446809,1,5.51542377652521e-06,FALSE
"Clostridium sensu stricto 18",0.0212765957446809,1,1.20610152287203e-05,FALSE
"Planotetraspora",0.0212765957446809,1,3.10545581383563e-06,FALSE
"Mobilitalea",0.0425531914893617,2,7.34031174668769e-06,FALSE
"Desulfosporosinus",0.0425531914893617,2,3.22936603347434e-06,FALSE
"F0058",0.0212765957446809,1,1.31000614130879e-05,FALSE
"Arsenicibacter",0.0425531914893617,2,1.46072727410168e-05,FALSE
"Desulfitibacter",0.0212765957446809,1,6.91633913189984e-06,FALSE
"Unclassified_Hymenobacteraceae",0.0212765957446809,1,1.06805930207024e-05,FALSE
"Holzapfelia",0.0212765957446809,1,2.33019210492078e-05,FALSE
"Acidocella",0.0638297872340425,3,2.18116596198256e-05,FALSE
"Unclassified_FFCH9454",0.148936170212766,7,4.06641419273599e-05,FALSE
"Unclassified_Orbaceae",0.0212765957446809,1,4.53231940312375e-06,FALSE
"Unclassified_Desulfocapsaceae",0.0212765957446809,1,4.53231940312375e-06,FALSE
"BIyi10",0.0638297872340425,3,1.1657061690358e-05,FALSE
"Unclassified_Christensenellaceae",0.0638297872340425,3,1.22650370890024e-05,FALSE
"Dysgonomonas",0.0851063829787234,4,6.1965852112823e-05,FALSE
"Unclassified_Entotheonellaceae",0.0425531914893617,2,1.21413218342303e-05,FALSE
"Salinispira",0.0212765957446809,1,5.0911604091002e-06,FALSE
"Roseospirillum",0.0425531914893617,2,1.17986456794848e-05,FALSE
"Crenothrix",0.0425531914893617,2,1.34920784288759e-05,FALSE
"Unclassified_Methylophilaceae",0.0638297872340425,3,1.35270862476218e-05,FALSE
"Unclassified_Streptosporangiaceae",0.0425531914893617,2,1.73358860018189e-05,FALSE
"Prevotella",0.170212765957447,8,3.59976330914424e-05,FALSE
"Wolbachia",0.0638297872340425,3,1.13782504405383e-05,FALSE
"Silvimonas",0.0425531914893617,2,2.16174153530922e-05,FALSE
"Salinisphaera",0.0425531914893617,2,1.18464522415929e-05,FALSE
"Occallatibacter",0.0425531914893617,2,3.28606114989225e-05,FALSE
"Holophaga",0.0425531914893617,2,1.76459192878233e-05,FALSE
"Unclassified_Rhodothermaceae",0.127659574468085,6,2.09130125149347e-05,FALSE
"Caloramator",0.0425531914893617,2,5.59041766605959e-06,FALSE
"Actinocorallia",0.0212765957446809,1,5.85530892876059e-06,FALSE
"Unclassified_Opitutaceae",0.106382978723404,5,3.61327045107528e-05,FALSE
"BD1-7 clade",0.0638297872340425,3,3.83855222791447e-05,FALSE
"Unclassified_Alkaliphilus",0.0212765957446809,1,8.24877711879214e-06,FALSE
"Brevifollis",0.0425531914893617,2,9.35539137989612e-06,FALSE
"Bythopirellula",0.0425531914893617,2,1.25131109120908e-05,FALSE
"Unclassified_Sutterellaceae",0.148936170212766,7,3.1005401271956e-05,FALSE
"28-4",0.0212765957446809,1,1.87695236563032e-06,FALSE
"Candidatus Accumulibacter",0.0212765957446809,1,1.00773266867765e-05,FALSE
"Leptotrichia",0.106382978723404,5,2.73606155846409e-05,FALSE
"Lacunisphaera",0.191489361702128,9,5.38234287356141e-05,FALSE
"Sporacetigenium",0.0212765957446809,1,1.78311148879111e-06,FALSE
"Pseudoglutamicibacter",0.0212765957446809,1,1.78311148879111e-06,FALSE
"Nitrosomonas",0.0212765957446809,1,5.11070517510006e-06,FALSE
"Tolumonas",0.0212765957446809,1,1.00008619790563e-05,FALSE
"Domibacillus",0.0212765957446809,1,1.40811355027669e-05,FALSE
"Ignatzschineria",0.0212765957446809,1,1.77052033063203e-05,FALSE
"OLB12",0.148936170212766,7,3.58878841652561e-05,FALSE
"Paludibacter",0.0212765957446809,1,2.65890974064994e-05,FALSE
"Haliscomenobacter",0.0212765957446809,1,6.13830585213803e-06,FALSE
"Planctopirus",0.0212765957446809,1,7.67288231517254e-06,FALSE
"Helcococcus",0.0212765957446809,1,1.26604955191341e-05,FALSE
"Robbsia",0.0425531914893617,2,1.04041987501635e-05,FALSE
"BacC-u-018",0.0425531914893617,2,1.83346641328014e-05,FALSE
"Unclassified_Euzebyaceae",0.0212765957446809,1,2.4843646510685e-06,FALSE
"Isosphaera",0.106382978723404,5,1.45063315286989e-05,FALSE
"S5-A14a",0.0425531914893617,2,5.83106365557529e-06,FALSE
"Unclassified_Prevotellaceae",0.0212765957446809,1,4.86733826200006e-06,FALSE
"Terrimicrobium",0.191489361702128,9,6.42818806091636e-05,FALSE
"Haloechinothrix",0.0425531914893617,2,8.99469488755757e-06,FALSE
"SH3-11",0.0212765957446809,1,5.83139055953113e-06,FALSE
"Intestinimonas",0.0212765957446809,1,5.83139055953113e-06,FALSE
"CENA384",0.0425531914893617,2,1.65742486779547e-05,FALSE
"Denitratisoma",0.0212765957446809,1,9.11758128803591e-06,FALSE
"Unclassified_Limnochordaceae",0.0425531914893617,2,1.05462758564725e-05,FALSE
"Egicoccus",0.0212765957446809,1,2.36014641851508e-06,FALSE
"Unclassified_LWQ8",0.382978723404255,18,5.32255864150407e-05,TRUE
"Hydrogenophaga",0.0212765957446809,1,7.80295165126884e-06,FALSE
"Candidatus Endoecteinascidia",0.0851063829787234,4,1.93922653641893e-05,FALSE
"Unclassified_Magnetospirillaceae",0.127659574468085,6,2.05147508246698e-05,FALSE
"Candidatus Cryptoprodotis",0.0638297872340425,3,2.46116631799085e-05,FALSE
"Geothermomicrobium",0.0212765957446809,1,8.11725069573383e-06,FALSE
"Rubrivivax",0.0425531914893617,2,1.94230866607913e-05,FALSE
"Tepidimicrobium",0.0212765957446809,1,2.39301876658495e-05,FALSE
"Unclassified_Methylococcaceae",0.0212765957446809,1,5.52447526692423e-06,FALSE
"Unclassified_UCG-010",0.0425531914893617,2,3.6793993911735e-06,FALSE
"Adhaeribacter",0.0425531914893617,2,1.40881763125048e-05,FALSE
"Clostridium sensu stricto 9",0.0425531914893617,2,4.11604038479611e-06,FALSE
"Unclassified_211ds20",0.0638297872340425,3,1.12339104210068e-05,FALSE
"Alishewanella",0.0425531914893617,2,6.28309486511543e-06,FALSE
"Andreprevotia",0.0425531914893617,2,4.84569481802758e-06,FALSE
"Unclassified_Phormidiaceae",0.0212765957446809,1,1.13599716253153e-05,FALSE
"Unclassified_WX65",0.0425531914893617,2,6.69585738007828e-06,FALSE
"Unclassified_Vermiphilaceae",0.127659574468085,6,2.51557345411979e-05,FALSE
"Paramesorhizobium",0.0212765957446809,1,3.03085409468388e-05,FALSE
"Peptoclostridium",0.0212765957446809,1,3.03085409468388e-05,FALSE
"Magnetospirillum",0.0212765957446809,1,2.26007327955245e-05,FALSE
"Coprothermobacter",0.0212765957446809,1,2.26007327955245e-05,FALSE
"Haloactinopolyspora",0.0212765957446809,1,1.51943762931978e-06,FALSE
"Cryomorpha",0.0212765957446809,1,1.51943762931978e-06,FALSE
"Cupriavidus",0.0212765957446809,1,1.65055274098555e-05,FALSE
"Ferrovum",0.0212765957446809,1,1.25070190253323e-05,FALSE
"Vibrio",0.0212765957446809,1,2.11170995340823e-06,FALSE
"Providencia",0.0212765957446809,1,8.90804176089978e-06,FALSE
"Rubinisphaera",0.0638297872340425,3,1.06231956866094e-05,FALSE
"Treponema",0.0425531914893617,2,1.64154251179483e-05,FALSE
"Rhodopirellula",0.127659574468085,6,1.8429508931995e-05,FALSE
"Silvanigrella",0.0638297872340425,3,1.29581325706697e-05,FALSE
"Verrucomicrobium",0.148936170212766,7,2.32509045781906e-05,FALSE
"Longispora",0.0425531914893617,2,9.32359705823508e-06,FALSE
"UCG-005",0.0638297872340425,3,1.35860216266512e-05,FALSE
"Chroococcidiopsis PCC-6712",0.0212765957446809,1,4.91064468171043e-06,FALSE
"Effusibacillus",0.0638297872340425,3,1.19373417852563e-05,FALSE
"Dechlorobacter",0.0212765957446809,1,7.67796318992498e-06,FALSE
"Unclassified_Gottschalkia",0.0212765957446809,1,1.55346140328052e-05,FALSE
"Unclassified_Moraxellaceae",0.0425531914893617,2,9.900931375536e-06,FALSE
"Capnocytophaga",0.106382978723404,5,1.9454581195789e-05,FALSE
"Rhodocytophaga",0.0425531914893617,2,8.03177133194828e-06,FALSE
"Methylocapsa",0.0425531914893617,2,1.74791149948535e-05,FALSE
"Nodosilinea PCC-7104",0.0212765957446809,1,3.89387060960005e-06,FALSE
"Candidatus Chloroploca",0.106382978723404,5,1.53191888333933e-05,FALSE
"Diplosphaera",0.0212765957446809,1,3.89387060960005e-06,FALSE
"Kineosphaera",0.0212765957446809,1,5.99911063184883e-06,FALSE
"Nitrospira",0.0851063829787234,4,1.0960385254317e-05,FALSE
"Hoeflea",0.0212765957446809,1,9.25849307609382e-06,FALSE
"Commensalibacter",0.0212765957446809,1,1.07284841925843e-05,FALSE
"Candidatus Nostocoida",0.0425531914893617,2,1.28130589068493e-05,FALSE
"Thermicanus",0.0212765957446809,1,2.67428302472107e-05,FALSE
"TM7a",0.106382978723404,5,1.19864434606783e-05,FALSE
"Epulopiscium",0.0851063829787234,4,1.68707888361999e-05,FALSE
"Entomoplasma",0.0212765957446809,1,1.45637006557549e-05,FALSE
"Clostridium sensu stricto 11",0.0638297872340425,3,1.27816681423426e-05,FALSE
"Lachnospiraceae UCG-010",0.0212765957446809,1,1.86327348830138e-06,FALSE
"Microlunatus",0.106382978723404,5,8.858658498793e-06,FALSE
"Saccharothrix",0.0212765957446809,1,9.5837643365128e-06,FALSE
"Floricoccus",0.0212765957446809,1,1.27365106342222e-06,FALSE
"Thermincola",0.0212765957446809,1,1.27365106342222e-06,FALSE
"Branchiibius",0.0212765957446809,1,1.1566719924986e-05,FALSE
"Mizugakiibacter",0.0425531914893617,2,6.15904734952445e-06,FALSE
"Thermanaerovibrio",0.0425531914893617,2,5.91196780895147e-06,FALSE
"Ancylobacter",0.0212765957446809,1,5.93224662484828e-06,FALSE
"Unclassified_Balneolaceae",0.0212765957446809,1,4.14980347913991e-06,FALSE
"Bacteriovorax",0.0212765957446809,1,8.67983725883796e-06,FALSE
"AAP99",0.0212765957446809,1,6.63773499241307e-06,FALSE
"Sporobacter",0.0212765957446809,1,4.29681409649662e-06,FALSE
"CL500-3",0.0425531914893617,2,4.85012122704861e-06,FALSE
"Inhella",0.0212765957446809,1,1.35927872787046e-05,FALSE
"JG30a-KF-32",0.0212765957446809,1,1.35927872787046e-05,FALSE
"FCPS473",0.0425531914893617,2,1.72623943603453e-05,FALSE
"Defluviimonas",0.0212765957446809,1,8.94484671407861e-06,FALSE
"Phormidium SAG 81.79",0.0212765957446809,1,8.94484671407861e-06,FALSE
"Oligotropha",0.0212765957446809,1,1.07956052633202e-05,FALSE
"Vulcaniibacterium",0.0212765957446809,1,3.72610568193855e-06,FALSE
"Candidatus Ovatusbacter",0.0851063829787234,4,2.20970824984856e-05,FALSE
"Lachnoanaerobaculum",0.0212765957446809,1,7.33603439132923e-06,FALSE
"Oxobacter",0.0212765957446809,1,5.24922180286772e-06,FALSE
"Candidatus Protochlamydia",0.212765957446809,10,3.97682919667654e-05,TRUE
"Unclassified_Nannocystaceae",0.0212765957446809,1,3.87314991386391e-06,FALSE
"Thermodesulfovibrio",0.0212765957446809,1,2.96984357197511e-06,FALSE
"Kurthia",0.0212765957446809,1,2.31771195475826e-05,FALSE
"Methyloterricola",0.0212765957446809,1,6.23834509181404e-06,FALSE
"Geothrix",0.0425531914893617,2,1.55422768588543e-05,FALSE
"UTBCD1",0.0212765957446809,1,8.30592909164443e-06,FALSE
"Lachnospiraceae UCG-007",0.0212765957446809,1,1.10383092163259e-06,FALSE
"Actinomadura",0.0425531914893617,2,6.78381673429025e-06,FALSE
"Roseburia",0.0212765957446809,1,1.10383092163259e-06,FALSE
"Arcicella",0.0425531914893617,2,7.80278446672938e-06,FALSE
"Chloronema",0.0212765957446809,1,3.68298351128282e-06,FALSE
"Amphiplicatus",0.0212765957446809,1,3.68298351128282e-06,FALSE
"Cyanothece ATCC 51142 (UCYN-C)",0.0212765957446809,1,3.68298351128282e-06,FALSE
"Serinicoccus",0.0212765957446809,1,1.16509605246039e-05,FALSE
"Pseudobacteroides",0.0212765957446809,1,5.17531821737889e-06,FALSE
"Unclassified_Anaerolineaceae",0.0425531914893617,2,9.05027929559021e-06,FALSE
"Lachnotalea",0.0212765957446809,1,1.01892085073778e-06,FALSE
"Unclassified_Anaplasmataceae",0.0851063829787234,4,1.2256681949396e-05,FALSE
"Solitalea",0.0851063829787234,4,1.55877584820969e-05,FALSE
"[Eubacterium] brachy group",0.0425531914893617,2,7.38582452242118e-06,FALSE
"Humibacter",0.0212765957446809,1,6.28802947828219e-06,FALSE
"Mobilicoccus",0.0212765957446809,1,9.00152125709245e-06,FALSE
"Unclassified_Fodinicurvataceae",0.0212765957446809,1,5.2333439017806e-06,FALSE
"Delftia",0.0212765957446809,1,4.49933297388662e-06,FALSE
"Rickettsiella",0.0212765957446809,1,4.74579729987863e-06,FALSE
"Jiangella",0.0425531914893617,2,9.48983899914261e-06,FALSE
"28-YEA-48",0.0425531914893617,2,9.00023160059649e-06,FALSE
"Unclassified_Babeliaceae",0.106382978723404,5,8.18652262749468e-06,FALSE
"Thermoactinomyces",0.0212765957446809,1,1.0117259032183e-05,FALSE
"Ralstonia",0.0212765957446809,1,1.0117259032183e-05,FALSE
"Candidatus Omnitrophus",0.0425531914893617,2,1.81108313517326e-05,FALSE
"DEV114",0.0212765957446809,1,3.98989880388972e-06,FALSE
"Methylomagnum",0.0425531914893617,2,8.00657410723237e-06,FALSE
"Candidatus Bealeia",0.0212765957446809,1,5.30684670063692e-06,FALSE
"Unclassified_Dysgonomonadaceae",0.0212765957446809,1,4.05479128883384e-05,FALSE
"Unclassified_KF-JG30-B3",0.0638297872340425,3,1.78843588664252e-05,FALSE
"Unclassified_Nitrososphaeraceae",0.0851063829787234,4,1.57605421521024e-05,FALSE
"Chelatococcus",0.0212765957446809,1,4.5174983244188e-06,FALSE
"Caldicellulosiruptor",0.0638297872340425,3,1.10662081438847e-05,FALSE
"Sumerlaea",0.127659574468085,6,1.8399055664073e-05,FALSE
"Unclassified_Bacteriovoracaceae",0.0425531914893617,2,6.73750664687793e-06,FALSE
"hgcI clade",0.0212765957446809,1,6.36694559676513e-06,FALSE
"Virgisporangium",0.0212765957446809,1,4.79723190996555e-06,FALSE
"Ensifer",0.0212765957446809,1,1.64090691433422e-05,FALSE
"Huanghella",0.0212765957446809,1,3.04318921803593e-06,FALSE
"Unclassified_BSV26",0.0212765957446809,1,4.69946092910906e-06,FALSE
"Unclassified_PBS-18",0.0212765957446809,1,4.52011574783671e-06,FALSE
"endosymbionts",0.0212765957446809,1,9.27415411283442e-06,FALSE
"LB3-76",0.0212765957446809,1,3.06915292606902e-06,FALSE
"Miniimonas",0.0212765957446809,1,4.79872699370311e-06,FALSE
"Rugosimonospora",0.0212765957446809,1,9.70913377050326e-06,FALSE
"Candidatus Cardinium",0.0851063829787234,4,1.75029041975509e-05,FALSE
"Albibacter",0.0212765957446809,1,5.44311590081119e-06,FALSE
"Dinghuibacter",0.0425531914893617,2,9.40811185114622e-06,FALSE
"Euzebya",0.0425531914893617,2,2.52442320852932e-06,FALSE
"Lihuaxuella",0.0212765957446809,1,8.49100708948146e-07,FALSE
"Herbidospora",0.0425531914893617,2,7.13424233986879e-06,FALSE
"Porticoccus",0.0212765957446809,1,5.58440833193723e-06,FALSE
"Fimbriimonas",0.0851063829787234,4,1.00113117924403e-05,FALSE
"Unclassified_Stappiaceae",0.0212765957446809,1,5.78813236069557e-06,FALSE
"Unclassified_B1-7BS",0.0851063829787234,4,1.6463316700431e-05,FALSE
"BSV13",0.0212765957446809,1,4.3611199181505e-06,FALSE
"Silanimonas",0.0212765957446809,1,3.74944414490552e-06,FALSE
"Azospira",0.0212765957446809,1,3.74944414490552e-06,FALSE
"NK4A214 group",0.0212765957446809,1,3.95483108323219e-06,FALSE
"Spirochaeta 2",0.0212765957446809,1,8.84130303124074e-06,FALSE
"Unclassified_Elsteraceae",0.0851063829787234,4,1.09051483273371e-05,FALSE
"Candidatus Hemipteriphilus",0.0425531914893617,2,6.67369282900278e-06,FALSE
"Unclassified_Eubacteriaceae",0.0212765957446809,1,5.75025860190768e-06,FALSE
"Motilibacter",0.0212765957446809,1,7.64190638053331e-07,FALSE
"Candidatus Kleidoceria",0.0212765957446809,1,1.69961977617141e-06,FALSE
"Unclassified_Nitrosomonadaceae",0.0425531914893617,2,3.84802682441972e-06,FALSE
"Unclassified_type III",0.0212765957446809,1,3.92500792633545e-06,FALSE
"Ligilactobacillus",0.0212765957446809,1,2.19030221790003e-06,FALSE
"Unclassified_Bifidobacteriaceae",0.0212765957446809,1,2.19030221790003e-06,FALSE
"Sediminivirga",0.0212765957446809,1,1.34256020263709e-05,FALSE
"Nitriliruptor",0.0212765957446809,1,2.48988208748394e-06,FALSE
"Pelagicoccus",0.0212765957446809,1,2.48988208748394e-06,FALSE
"Elizabethkingia",0.0638297872340425,3,1.3260671596909e-05,FALSE
"[Aquaspirillum] polymorphum group",0.0212765957446809,1,6.03477235832869e-06,FALSE
"Armatimonas",0.0212765957446809,1,2.45532234085521e-06,FALSE
"Prosthecomicrobium",0.0212765957446809,1,2.45532234085521e-06,FALSE
"Unclassified_DEV007",0.0212765957446809,1,7.15029472621075e-07,FALSE
"1921-2",0.0425531914893617,2,4.16524161754034e-06,FALSE
"Rhodovastum",0.0851063829787234,4,1.69066192823251e-05,FALSE
"Aggregatibacter",0.0212765957446809,1,3.45021214491926e-06,FALSE
"Unclassified_CPla-3 termite group",0.0212765957446809,1,3.4599552760858e-06,FALSE
"Unclassified_Rubritaleaceae",0.0212765957446809,1,3.4888959345204e-06,FALSE
"Mycoplana",0.0212765957446809,1,5.04887627791792e-06,FALSE
"Paenochrobactrum",0.0212765957446809,1,1.19338684678852e-05,FALSE
"Methanosaeta",0.0212765957446809,1,2.99955531592441e-06,FALSE
"Constrictibacter",0.0212765957446809,1,3.16386486658575e-06,FALSE
"Nitrolancea",0.0425531914893617,2,5.4697735741536e-06,FALSE
"IS-44",0.0212765957446809,1,2.21322852220795e-06,FALSE
"Unclassified_Cellulomonadaceae",0.0212765957446809,1,3.28735690751761e-06,FALSE
"Clostridium sensu stricto 14",0.0212765957446809,1,2.14840704824831e-06,FALSE
"Phytoactinopolyspora",0.0212765957446809,1,8.69527627873975e-07,FALSE
"ADurb.Bin118",0.0212765957446809,1,4.47242335703931e-06,FALSE
"Luteitalea",0.0212765957446809,1,4.04300369761567e-06,FALSE
"OLB8",0.0212765957446809,1,5.39780263166012e-06,FALSE
"Laceyella",0.0212765957446809,1,6.57003706439481e-06,FALSE
"Unclassified_YM_S32_TM7_50_20",0.0851063829787234,4,8.10889659402344e-06,FALSE
"Polycyclovorans",0.0212765957446809,1,3.05278394270535e-06,FALSE
"Unclassified_Criblamydiaceae",0.0212765957446809,1,2.76838175826253e-06,FALSE
"Candidatus Mesochlamydia",0.0425531914893617,2,3.59834245409051e-06,FALSE
"966-1",0.0212765957446809,1,2.76838175826253e-06,FALSE
"Arcticibacter",0.0425531914893617,2,4.4437042578437e-06,FALSE
"Desulfallas-Sporotomaculum",0.0212765957446809,1,1.93657495693196e-06,FALSE
"Proteocatella",0.0212765957446809,1,5.90173443544008e-06,FALSE
"Fontimonas",0.0212765957446809,1,1.84149175564141e-06,FALSE
"Unclassified_Prolixibacteraceae",0.0212765957446809,1,1.84149175564141e-06,FALSE
"C39",0.0212765957446809,1,1.84149175564141e-06,FALSE
"Prevotella_9",0.0212765957446809,1,2.87923619622187e-06,FALSE
"UTCFX1",0.0212765957446809,1,3.83350573460512e-06,FALSE
"Friedmanniella",0.0638297872340425,3,4.42997087233971e-06,FALSE
"Lachnospiraceae NK4A136 group",0.0212765957446809,1,5.09460425368888e-07,FALSE
"GTL1",0.0212765957446809,1,4.62668796999439e-06,FALSE
"Cetobacterium",0.0425531914893617,2,3.3333421433252e-06,FALSE
"Myroides",0.0425531914893617,2,7.35953933588401e-06,FALSE
"Unclassified_Azospirillaceae",0.0425531914893617,2,4.73509848589682e-06,FALSE
"Unclassified_Hyphomonadaceae",0.0212765957446809,1,3.47287941641734e-06,FALSE
"IMCC26134",0.0638297872340425,3,6.28146893471124e-06,FALSE
"Unclassified_KI89A clade",0.0212765957446809,1,4.50076062854622e-06,FALSE
"Unclassified_Puniceicoccaceae",0.0425531914893617,2,5.29921184610449e-06,FALSE
"Aliidiomarina",0.0212765957446809,1,2.6166719508903e-06,FALSE
"Rudaeicoccus",0.0212765957446809,1,3.78665720843844e-06,FALSE
"Skermanella",0.0425531914893617,2,4.14299509116253e-06,FALSE
"Stomatobaculum",0.0212765957446809,1,2.85738913687323e-06,FALSE
"MIZ36",0.0212765957446809,1,1.65992139165596e-06,FALSE
